0.2,0.2,0
0.2,0.4,0
0.2,0.6,0
0.2,0.8,0
0.2,1,0
0.4,0.2,0
0.4,0.4,0
0.4,0.6,0
0.4,0.8,0
0.4,1,0
0.6,0.2,0
0.6,0.4,0
0.6,0.6,0
0.6,0.8,0
0.6,1,0
0.8,0.2,0
0.8,0.4,0
0.8,0.6,0
0.8,0.8,0
0.8,1,0
1,0.2,0
1,0.4,0
1,0.6,0
1,0.8,0
1,1,0
0,0.2,0.2
0,0.4,0.2
0,0.6,0.2
0,0.8,0.2
0,1,0.2
0.2,0,0.2
0.2,0.4,0.2
0.2,0.6,0.2
0.2,0.8,0.2
0.2,1,0.2
0.4,0,0.2
0.4,0.2,0.2
0.4,0.4,0.2
0.4,0.6,0.2
0.4,0.8,0.2
0.4,1,0.2
0.6,0,0.2
0.6,0.2,0.2
0.6,0.4,0.2
0.6,0.6,0.2
0.6,0.8,0.2
0.6,1,0.2
0.8,0,0.2
0.8,0.2,0.2
0.8,0.4,0.2
0.8,0.6,0.2
0.8,0.8,0.2
0.8,1,0.2
1,0,0.2
1,0.2,0.2
1,0.4,0.2
1,0.6,0.2
1,0.8,0.2
1,1,0.2
0,0.2,0.4
0,0.4,0.4
0,0.6,0.4
0,0.8,0.4
0,1,0.4
0.2,0,0.4
0.2,0.2,0.4
0.2,0.4,0.4
0.2,0.6,0.4
0.2,0.8,0.4
0.2,1,0.4
0.4,0,0.4
0.4,0.2,0.4
0.4,0.6,0.4
0.4,0.8,0.4
0.4,1,0.4
0.6,0,0.4
0.6,0.2,0.4
0.6,0.4,0.4
0.6,0.6,0.4
0.6,0.8,0.4
0.6,1,0.4
0.8,0,0.4
0.8,0.2,0.4
0.8,0.4,0.4
0.8,0.6,0.4
0.8,0.8,0.4
0.8,1,0.4
1,0,0.4
1,0.2,0.4
1,0.4,0.4
1,0.6,0.4
1,0.8,0.4
1,1,0.4
0,0.2,0.6
0,0.4,0.6
0,0.6,0.6
0,0.8,0.6
0,1,0.6
0.2,0,0.6
0.2,0.2,0.6
0.2,0.4,0.6
0.2,0.6,0.6
0.2,0.8,0.6
0.2,1,0.6
0.4,0,0.6
0.4,0.2,0.6
0.4,0.4,0.6
0.4,0.6,0.6
0.4,0.8,0.6
0.4,1,0.6
0.6,0,0.6
0.6,0.2,0.6
0.6,0.4,0.6
0.6,0.8,0.6
0.6,1,0.6
0.8,0,0.6
0.8,0.2,0.6
0.8,0.4,0.6
0.8,0.6,0.6
0.8,0.8,0.6
0.8,1,0.6
1,0,0.6
1,0.2,0.6
1,0.4,0.6
1,0.6,0.6
1,0.8,0.6
1,1,0.6
0,0.2,0.8
0,0.4,0.8
0,0.6,0.8
0,0.8,0.8
0,1,0.8
0.2,0,0.8
0.2,0.2,0.8
0.2,0.4,0.8
0.2,0.6,0.8
0.2,0.8,0.8
0.2,1,0.8
0.4,0,0.8
0.4,0.2,0.8
0.4,0.4,0.8
0.4,0.6,0.8
0.4,0.8,0.8
0.4,1,0.8
0.6,0,0.8
0.6,0.2,0.8
0.6,0.4,0.8
0.6,0.6,0.8
0.6,0.8,0.8
0.6,1,0.8
0.8,0,0.8
0.8,0.2,0.8
0.8,0.4,0.8
0.8,0.6,0.8
0.8,1,0.8
1,0,0.8
1,0.2,0.8
1,0.4,0.8
1,0.6,0.8
1,0.8,0.8
1,1,0.8
0,0.2,1
0,0.4,1
0,0.6,1
0,0.8,1
0,1,1
0.2,0,1
0.2,0.2,1
0.2,0.4,1
0.2,0.6,1
0.2,0.8,1
0.2,1,1
0.4,0,1
0.4,0.2,1
0.4,0.4,1
0.4,0.6,1
0.4,0.8,1
0.4,1,1
0.6,0,1
0.6,0.2,1
0.6,0.4,1
0.6,0.6,1
0.6,0.8,1
0.6,1,1
0.8,0,1
0.8,0.2,1
0.8,0.4,1
0.8,0.6,1
0.8,0.8,1
0.8,1,1
1,0,1
1,0.2,1
1,0.4,1
1,0.6,1
1,0.8,1
0.0666666666666667,0,0
0.133333333333333,0,0
0.2,0,0
0.266666666666667,0,0
0.333333333333333,0,0
0.4,0,0
0.466666666666667,0,0
0.533333333333333,0,0
0.6,0,0
0.666666666666667,0,0
0.733333333333333,0,0
0.8,0,0
0.866666666666667,0,0
0.933333333333333,0,0
1,0,0
0,0.0666666666666667,0
0,0.133333333333333,0
0,0.2,0
0,0.266666666666667,0
0,0.333333333333333,0
0,0.4,0
0,0.466666666666667,0
0,0.533333333333333,0
0,0.6,0
0,0.666666666666667,0
0,0.733333333333333,0
0,0.8,0
0,0.866666666666667,0
0,0.933333333333333,0
0,1,0
0,0,0.0666666666666667
0,0,0.133333333333333
0,0,0.2
0,0,0.266666666666667
0,0,0.333333333333333
0,0,0.4
0,0,0.466666666666667
0,0,0.533333333333333
0,0,0.6
0,0,0.666666666666667
0,0,0.733333333333333
0,0,0.8
0,0,0.866666666666667
0,0,0.933333333333333
0,0,1
0,0,0
0.0666666666666667,0.0666666666666667,0.0666666666666667
0.133333333333333,0.133333333333333,0.133333333333333
0.2,0.2,0.2
0.266666666666667,0.266666666666667,0.266666666666667
0.333333333333333,0.333333333333333,0.333333333333333
0.4,0.4,0.4
0.466666666666667,0.466666666666667,0.466666666666667
0.533333333333333,0.533333333333333,0.533333333333333
0.6,0.6,0.6
0.666666666666667,0.666666666666667,0.666666666666667
0.733333333333333,0.733333333333333,0.733333333333333
0.8,0.8,0.8
0.866666666666667,0.866666666666667,0.866666666666667
0.933333333333333,0.933333333333333,0.933333333333333
1,1,1
